αὐτοῦ	<p id="lx"><lx>αὐτοῦ</lx> </p><p id="mf"><mf></mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl></gl> </p><p id="df"><df>here, <a href="B:470 26:36">Mt. 26:36</a>; <a href="B:490 9:27">Lk. 9:27</a>; <br/>there, <a href="B:510 18:19">Acts 18:19</a>; <a href="B:510 21:4">21:4</a>*</df> </p><p id="st"><trl>autou</trl> | GK <gk>7000</gk> </p>	here		autou	
ἐγκλείω	<p id="lx"><lx>ἐγκλείω</lx> </p><p id="mf"><mf></mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>to lock up</gl> </p><p id="df"><df></df> </p><p id="st"><trl>enkleiō</trl> | S <a href="S:G2623"><st>2623</st></a> | GK <gk>1597</gk> </p>	to lock up		enkleiō	
κατακλείω	<p id="lx"><lx>κατακλείω</lx> </p><p id="mf"><mf>cv-1a(3)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to lock up</gl> </p><p id="df"><df>to close, shut fast; to shut up, confine, <a href="B:490 3:20">Lk. 3:20</a>; <a href="B:510 26:10">Acts 26:10</a>*</df> </p><p id="st"><trl>katakleiō</trl> | S <a href="S:G2623"><st>2623</st></a> | GK <gk>2881</gk> </p>	to lock up		katakleiō	
φορτίζω	<p id="lx"><lx>φορτίζω</lx> </p><p id="mf"><mf>v-2a(1)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to load down <pr>(with a burden)</pr>; <pr>(pass.)</pr> to be burdened</gl> </p><p id="df"><df>to load, burden; <ab>met.</ab> <a href="B:470 11:28">Mt. 11:28</a>; <a href="B:490 11:46">Lk. 11:46</a>*</df> </p><p id="st"><trl>phortizō</trl> | S <a href="S:G5412"><st>5412</st></a> | GK <gk>5844</gk> </p>	to load down (with a burden)		phortizō	
σκηνόω	<p id="lx"><lx>σκηνόω</lx> </p><p id="mf"><mf>v-1d(3)</mf> <fr>5<small>x</small></fr> </p><br/><p id="gl"><gl>to live, dwell; to spread a tent</gl> </p><p id="df"><df>to pitch tent, encamp; to tabernacle, dwell in a tent; to dwell, have one's abode, <a href="B:500 1:14">Jn. 1:14</a>; <a href="B:730 7:15">Rev. 7:15</a>; <a href="B:730 12:12">12:12</a>; <a href="B:730 13:6">13:6</a>; <a href="B:730 21:3">21:3</a>*</df> </p><p id="st"><trl>skēnoō</trl> | S <a href="S:G4637"><st>4637</st></a> | GK <gk>5012</gk> </p>	to live		skēnoō	
οἰκέω	<p id="lx"><lx>οἰκέω</lx> </p><p id="mf"><mf>v-1d(2a)</mf> <fr>9<small>x</small></fr> </p><br/><p id="gl"><gl>to live, dwell</gl> </p><p id="df"><df>to dwell in, inhabit, <a href="B:610 6:16">1 Tim. 6:16</a>; <br/><ab>intrans.</ab> to dwell, live; to cohabit, <a href="B:530 7:12">1 Cor. 7:12</a>, <a href="B:530 7:13">13</a>; <br/>to be indwelling, indwell, <a href="B:520 7:17">Rom. 7:17</a>, <a href="B:520 7:18">18</a>, <a href="B:520 7:20">20</a>; <a href="B:520 8:9">8:9</a>, <a href="B:520 8:11">11</a>; <a href="B:530 3:16">1 Cor. 3:16</a>*</df> </p><p id="st"><trl>oikeō</trl> | S <a href="S:G3611"><st>3611</st></a> | GK <gk>3861</gk> </p>	to live		oikeō	
διάγω	<p id="lx"><lx>διάγω</lx> </p><p id="mf"><mf>cv-1b(2)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to live, conduct one's life</gl> </p><p id="df"><df>to conduct, or carry through or over; to pass or spend time, live, <a href="B:610 2:2">1 Tim. 2:2</a>; <a href="B:630 3:3">Tit. 3:3</a>*</df> </p><p id="st"><trl>diagō</trl> | S <a href="S:G1236"><st>1236</st></a> | GK <gk>1341</gk> </p>	to live		diagō	
συζάω	<p id="lx"><lx>συζάω</lx> </p><p id="mf"><mf>cv-1d(1a)</mf> <fr>3<small>x</small></fr> </p><br/><p id="gl"><gl>to live with</gl> </p><p id="df"><df>to live with; to continue in life with, someone, <a href="B:540 7:3">2 Cor. 7:3</a>; <br/>to coexist in life with another, <a href="B:520 6:8">Rom. 6:8</a>; <a href="B:620 2:11">2 Tim. 2:11</a>*</df> </p><p id="st"><trl>syzaō</trl> | S <a href="S:G4800"><st>4800</st></a> | GK <gk>5182</gk> </p>	to live with		syzaō	
συνοικέω	<p id="lx"><lx>συνοικέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to live with</gl> </p><p id="df"><df>to dwell with; to live, or cohabit with, <a href="B:670 3:7">1 Pet. 3:7</a>*</df> </p><p id="st"><trl>synoikeō</trl> | S <a href="S:G4924"><st>4924</st></a> | GK <gk>5324</gk> </p>	to live with		synoikeō	
ἀγραυλέω	<p id="lx"><lx>ἀγραυλέω</lx> </p><p id="mf"><mf>v-1d(2)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to live outdoors, spend a night in the elements</gl> </p><p id="df"><df>to remain in the open air, to live outside, especially by night, <a href="B:490 2:8">Lk. 2:8</a>*</df> </p><p id="st"><trl>agrauleō</trl> | S <a href="S:G63"><st>63</st></a> | GK <gk>64</gk> </p>	to live outdoors		agrauleō	
κατοικέω	<p id="lx"><lx>κατοικέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>44<small>x</small></fr> </p><br/><p id="gl"><gl>to live in, reside in, settle</gl> </p><p id="df"><df><ab>trans.</ab> to inhabit, <a href="B:510 1:19">Acts 1:19</a>; <br/><ab>absol.</ab> to have an abode, dwell, <a href="B:490 13:4">Lk. 13:4</a>; <a href="B:510 11:29">Acts 11:29</a>; <br/>to take up or find an abode, <a href="B:510 7:2">Acts 7:2</a>; <br/>to indwell, <a href="B:560 3:17">Eph. 3:17</a>; <a href="B:660 4:5">Jas. 4:5</a></df> </p><p id="st"><trl>katoikeō</trl> | S <a href="S:G2730"><st>2730</st></a> | GK <gk>2997</gk> </p>	to live in		katoikeō	
ἐνοικέω	<p id="lx"><lx>ἐνοικέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>5<small>x</small></fr> </p><br/><p id="gl"><gl>to live in, live with</gl> </p><p id="df"><df>to dwell in, inhabit; <ab>in NT</ab> <ab>met.</ab> to be indwelling spiritually, <a href="B:520 8:11">Rom. 8:11</a>; <a href="B:580 3:16">Col. 3:16</a>; <a href="B:620 1:14">2 Tim. 1:14</a>; <br/>to be infixed mentally, <a href="B:620 1:5">2 Tim. 1:5</a>; <br/>of the Deity, to indwell, by special presence, <a href="B:540 6:16">2 Cor. 6:16</a>*</df> </p><p id="st"><trl>enoikeō</trl> | S <a href="S:G1774"><st>1774</st></a> | GK <gk>1940</gk> </p>	to live in		enoikeō	
σπαταλάω	<p id="lx"><lx>σπαταλάω</lx> </p><p id="mf"><mf>v-1d(1a)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to live in pleasure, in self-indulgence</gl> </p><p id="df"><df>to live luxuriously, voluptuously, wantonly, <a href="B:610 5:6">1 Tim. 5:6</a>; <a href="B:660 5:5">Jas. 5:5</a>*</df> </p><p id="st"><trl>spatalaō</trl> | S <a href="S:G4684"><st>4684</st></a> | GK <gk>5059</gk> </p>	to live in pleasure		spatalaō	
εἰρηνεύω	<p id="lx"><lx>εἰρηνεύω</lx> </p><p id="mf"><mf>v-1a(6)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to live in peace, be at peace</gl> </p><p id="df"><df>to be at peace; to cultivate peace, concord, or harmony, <a href="B:470 9:50">Mt. 9:50</a>; <a href="B:520 12:18">Rom. 12:18</a>; <a href="B:540 13:11">2 Cor. 13:11</a>; <a href="B:590 5:13">1 Thess. 5:13</a>*</df> </p><p id="st"><trl>eirēneuō</trl> | S <a href="S:G1514"><st>1514</st></a> | GK <gk>1644</gk> </p>	to live in peace		eirēneuō	
στρηνιάω	<p id="lx"><lx>στρηνιάω</lx> </p><p id="mf"><mf>v-1d(1b)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to live in luxury, with an implication that this luxury contributes to improper sensuality and immorality</gl> </p><p id="df"><df>to be wanton, to revel, riot, <a href="B:730 18:7">Rev. 18:7</a>, <a href="B:730 18:9">9</a>*</df> </p><p id="st"><trl>strēniaō</trl> | S <a href="S:G4763"><st>4763</st></a> | GK <gk>5139</gk> </p>	to live in luxury		strēniaō	
τρυφάω	<p id="lx"><lx>τρυφάω</lx> </p><p id="mf"><mf>v-1d(1a)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to live in luxury, lead a life of self-indulgence</gl> </p><p id="df"><df>to live self-indulgently, luxuriously, <a href="B:660 5:5">Jas. 5:5</a>*</df> </p><p id="st"><trl>tryphaō</trl> | S <a href="S:G5171"><st>5171</st></a> | GK <gk>5587</gk> </p>	to live in luxury		tryphaō	
περιοικέω	<p id="lx"><lx>περιοικέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to live in a neighborhood; <pr>(n.)</pr> neighbor</gl> </p><p id="df"><df>to dwell around, or in the vicinity; to be a neighbor, <a href="B:490 1:65">Lk. 1:65</a>*</df> </p><p id="st"><trl>perioikeō</trl> | S <a href="S:G4039"><st>4039</st></a> | GK <gk>4340</gk> </p>	to live in a neighborhood		perioikeō	
ἐπιδημέω	<p id="lx"><lx>ἐπιδημέω</lx> </p><p id="mf"><mf>cv-1d(2)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to live as a visitor, foreigner</gl> </p><p id="df"><df>to dwell among a people; to be at home among one's own people; and <ab>in NT</ab> to sojourn as a stranger among another people, <a href="B:510 2:10">Acts 2:10</a>; <a href="B:510 17:21">17:21</a>*</df> </p><p id="st"><trl>epidēmeō</trl> | S <a href="S:G1927"><st>1927</st></a> | GK <gk>2111</gk> </p>	to live as a visitor		epidēmeō	
παροικέω	<p id="lx"><lx>παροικέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to live as a stranger, visit; to migrate</gl> </p><p id="df"><df>to dwell beside; later, to reside in a place as a stranger, sojourn, be a stranger or sojourner, <a href="B:490 24:18">Lk. 24:18</a>; <a href="B:650 11:9">Heb. 11:9</a>*</df> </p><p id="st"><trl>paroikeō</trl> | S <a href="S:G3939"><st>3939</st></a> | GK <gk>4228</gk> </p>	to live as a stranger		paroikeō	
ἐγκατοικέω	<p id="lx"><lx>ἐγκατοικέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to live among</gl> </p><p id="df"><df>to dwell in, or among, <a href="B:680 2:8">2 Pet. 2:8</a>*</df> </p><p id="st"><trl>enkatoikeō</trl> | S <a href="S:G1460"><st>1460</st></a> | GK <gk>1594</gk> </p>	to live among		enkatoikeō	
βιόω	<p id="lx"><lx>βιόω</lx> </p><p id="mf"><mf>v-1d(3)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to live</gl> </p><p id="df"><df>to live, <a href="B:670 4:2">1 Pet. 4:2</a>*</df> </p><p id="st"><trl>bioō</trl> | S <a href="S:G980"><st>980</st></a> | GK <gk>1051</gk> </p>	to live		bioō	
ἐπακροάομαι	<p id="lx"><lx>ἐπακροάομαι</lx> </p><p id="mf"><mf>cv-1d(1a)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to listen to</gl> </p><p id="df"><df><ab>gen.</ab>, to hear, hearken, listen to, <a href="B:510 16:25">Acts 16:25</a>*</df> </p><p id="st"><trl>epakroaomai</trl> | S <a href="S:G1874"><st>1874</st></a> | GK <gk>2053</gk> </p>	to listen to		epakroaomai	
ἐνωτίζομαι	<p id="lx"><lx>ἐνωτίζομαι</lx> </p><p id="mf"><mf>cv-2a(1)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to listen carefully, pay attention to</gl> </p><p id="df"><df>to give ear, listen, pay attention to, <a href="B:510 2:14">Acts 2:14</a>*</df> </p><p id="st"><trl>enōtizomai</trl> | S <a href="S:G1801"><st>1801</st></a> | GK <gk>1969</gk> </p>	to listen carefully		enōtizomai	
κουφίζω	<p id="lx"><lx>κουφίζω</lx> </p><p id="mf"><mf>v-2a(1)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to lighten, make lighter</gl> </p><p id="df"><df>to lighten, make light, or less heavy, <a href="B:510 27:38">Acts 27:38</a>*</df> </p><p id="st"><trl>kouphizō</trl> | S <a href="S:G2893"><st>2893</st></a> | GK <gk>3185</gk> </p>	to lighten		kouphizō	
καίω	<p id="lx"><lx>καίω</lx> </p><p id="mf"><mf>v-2c</mf> <fr>11<small>x</small></fr> </p><br/><p id="gl"><gl>to light <pr>(a wick)</pr>, keep burning</gl> </p><p id="df"><df>to cause to burn, kindle, light, <a href="B:470 5:15">Mt. 5:15</a>; <br/><ab>pass.</ab> to be kindled, burn, flame, <a href="B:490 12:35">Lk. 12:35</a>; <br/><ab>met.</ab> to be kindled into emotion, <a href="B:490 24:32">Lk. 24:32</a>; <br/>to consume with fire, <a href="B:500 15:6">Jn. 15:6</a>; <a href="B:530 13:3">1 Cor. 13:3</a></df> </p><p id="st"><trl>kaiō</trl> | S <a href="S:G2545"><st>2545</st></a> | GK <gk>2794</gk> </p>	to light (a wick)		kaiō	
ἐπαίρω	<p id="lx"><lx>ἐπαίρω</lx> </p><p id="mf"><mf>cv-2d(2)</mf> <fr>19<small>x</small></fr> </p><br/><p id="gl"><gl>to lift up; <i>to lift up the eyes</i> means <i>to look up</i>; <i>to lift up the voice</i> means <i>to shout</i> or <i>talk loudly</i>; <i>to lift up the heel</i> means <i>to oppose someone</i> <pr>(implying hostility)</pr></gl> </p><p id="df"><df>to lift up, raise, elevate; to hoist, <a href="B:510 27:40">Acts 27:40</a>; <br/><el>τὴν φωνήν</el>, to lift up the voice, to speak in a loud voice, <a href="B:490 11:27">Lk. 11:27</a>; <br/><el>τὰς χειρας</el>, to lift up the hands in prayer, <a href="B:490 24:50">Lk. 24:50</a>; <a href="B:610 2:8">1 Tim. 2:8</a>; <br/><el>τοὺς ὀφθαλμούς</el>, to lift up the eyes, to look, <a href="B:470 17:8">Mt. 17:8</a>; <br/><el>τὴν κεφαλήν</el>, to lift up the head, to be encouraged, animated, <a href="B:490 21:28">Lk. 21:28</a>; <br/><el>τὴν πτέρναν</el>, to lift up the heel, to attack, assault; or, to seek one's overthrow or destruction, <a href="B:500 13:18">Jn. 13:18</a>; <br/><ab>pass.</ab> to be borne upwards, <a href="B:510 1:9">Acts 1:9</a>; <br/><ab>met.</ab> <ab>mid.</ab> to exalt one's self, assume consequence, be elated, <a href="B:540 10:5">2 Cor. 10:5</a></df> </p><p id="st"><trl>epairō</trl> | S <a href="S:G1869"><st>1869</st></a> | GK <gk>2048</gk> </p>	to lift up		epairō	
ὑψόω	<p id="lx"><lx>ὑψόω</lx> </p><p id="mf"><mf>v-1d(3)</mf> <fr>20<small>x</small></fr> </p><br/><p id="gl"><gl>to lift up, elevate, exalt</gl> </p><p id="df"><df>to raise aloft, lift up, <a href="B:500 3:14">Jn. 3:14</a>; <a href="B:500 8:28">8:28</a>; <br/><ab>met.</ab> to elevate in condition, uplift, exalt, <a href="B:470 11:23">Mt. 11:23</a>; <a href="B:470 23:12">23:12</a>; <a href="B:490 1:52">Lk. 1:52</a></df> </p><p id="st"><trl>hypsoō</trl> | S <a href="S:G5312"><st>5312</st></a> | GK <gk>5738</gk> </p>	to lift up		hypsoō	
ψεύδομαι	<p id="lx"><lx>ψεύδομαι</lx> </p><p id="mf"><mf>v-1b(3)</mf> <fr>12<small>x</small></fr> </p><br/><p id="gl"><gl>to lie, speak untruths</gl> </p><p id="df"><df>lie, <a href="B:470 5:11">Mt. 5:11</a>; <a href="B:510 5:4">Acts 5:4</a>; <a href="B:520 9:1">Rom. 9:1</a>; <a href="B:540 11:31">2 Cor. 11:31</a></df> </p><p id="st"><trl>pseudomai</trl> | S <a href="S:G5574"><st>5574</st></a> | GK <gk>6017</gk> </p>	to lie		pseudomai	
κατάκειμαι	<p id="lx"><lx>κατάκειμαι</lx> </p><p id="mf"><mf>cv-6b</mf> <fr>12<small>x</small></fr> </p><br/><p id="gl"><gl>to lie down <pr>(in bed)</pr>; to recline <pr>(at dinner)</pr></gl> </p><p id="df"><df>to lie, be in a recumbent position, be laid down, <a href="B:480 1:30">Mk. 1:30</a>; <a href="B:480 2:4">2:4</a>; <a href="B:490 5:25">Lk. 5:25</a>; <a href="B:500 5:3">Jn. 5:3</a>, <a href="B:500 5:6">6</a>; <a href="B:510 9:33">Acts 9:33</a>; <a href="B:510 28:8">28:8</a>; <br/>to recline at table, <a href="B:480 2:15">Mk. 2:15</a>; <a href="B:480 14:3">14:3</a>; <a href="B:490 5:29">Lk. 5:29</a>; <a href="B:490 7:37">7:37</a>; <a href="B:530 8:10">1 Cor. 8:10</a>*</df> </p><p id="st"><trl>katakeimai</trl> | S <a href="S:G2621"><st>2621</st></a> | GK <gk>2879</gk> </p>	to lie down (in bed)		katakeimai	
ὑπόκειμαι	<p id="lx"><lx>ὑπόκειμαι</lx> </p><p id="mf"><mf>cv-6b</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>to lie below, be found</gl> </p><p id="df"><df></df> </p><p id="st"><trl>hypokeimai</trl> | GK <gk>5692</gk> </p>	to lie below		hypokeimai	
ἐπιλείχω	<p id="lx"><lx>ἐπιλείχω</lx> </p><p id="mf"><mf>cv-1b(2)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to lick</gl> </p><p id="df"><df>to lick, <a href="B:490 16:21">Lk. 16:21</a>*</df> </p><p id="st"><trl>epileichō</trl> | S <a href="S:G621"><st>621</st></a> | GK <gk>2143</gk> </p>	to lick		epileichō	
λείχω	<p id="lx"><lx>λείχω</lx> </p><p id="mf"><mf>v-1b(2)</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>to lick</gl> </p><p id="df"><df></df> </p><p id="st"><trl>leichō</trl> | S <a href="S:G621"><st>621</st></a> | GK <gk>3314</gk> </p>	to lick		leichō	
ἐναφίημι	<p id="lx"><lx>ἐναφίημι</lx> </p><p id="mf"><mf>cv-6a</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>to let, permit</gl> </p><p id="df"><df></df> </p><p id="st"><trl>enaphiēmi</trl> | S <a href="S:G863"><st>863</st></a> | GK <gk>1889</gk> </p>	to let		enaphiēmi	
ἐπιτρέπω	<p id="lx"><lx>ἐπιτρέπω</lx> </p><p id="mf"><mf>cv-1b(1)</mf> <fr>18<small>x</small></fr> </p><br/><p id="gl"><gl>to let, allow, permit, give permission</gl> </p><p id="df"><df>to give over, to leave to the entire trust, or management of any one; <ab>hence</ab>, to permit, allow, suffer, <a href="B:470 8:21">Mt. 8:21</a>; <a href="B:480 5:13">Mk. 5:13</a></df> </p><p id="st"><trl>epitrepō</trl> | S <a href="S:G2010"><st>2010</st></a> | GK <gk>2205</gk> </p>	to let		epitrepō	
ἐάω	<p id="lx"><lx>ἐάω</lx> </p><p id="mf"><mf>v-1d(1b)</mf> <fr>11<small>x</small></fr> </p><br/><p id="gl"><gl>to let, allow, permit</gl> </p><p id="df"><df>to let, allow, permit, suffer to be done, <a href="B:470 24:43">Mt. 24:43</a>; <a href="B:490 4:41">Lk. 4:41</a>; <br/>to let be, let alone, desist from, stop, <a href="B:490 22:51">Lk. 22:51</a>; <br/>to commit a ship to the sea, let her drive, <a href="B:510 27:40">Acts 27:40</a></df> </p><p id="st"><trl>eaō</trl> | S <a href="S:G1439"><st>1439</st></a> | GK <gk>1572</gk> </p>	to let		eaō	
καθίημι	<p id="lx"><lx>καθίημι</lx> </p><p id="mf"><mf>cv-6a</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to let down, lower</gl> </p><p id="df"><df>to let down, lower, <a href="B:490 5:19">Lk. 5:19</a>; <a href="B:510 9:25">Acts 9:25</a>; <a href="B:510 10:11">10:11</a>; <a href="B:510 11:5">11:5</a>*</df> </p><p id="st"><trl>kathiēmi</trl> | S <a href="S:G2524"><st>2524</st></a> | GK <gk>2768</gk> </p>	to let down		kathiēmi	
δανίζω	<p id="lx"><lx>δανίζω</lx> </p><p id="mf"><mf>v-2a(1)</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>to lend; <pr>(mid.)</pr> to borrow</gl> </p><p id="df"><df></df> </p><p id="st"><trl>danizō</trl> | S <a href="S:G1155"><st>1155</st></a> | GK <gk>1247</gk> </p>	to lend		danizō	
δανείζω	<p id="lx"><lx>δανείζω</lx> </p><p id="mf"><mf>v-2a(1)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to lend, <pr>(mid.)</pr> to borrow</gl> </p><p id="df"><df>see <el>δανιζω</el></df> </p><p id="st"><trl>daneizō</trl> | S <a href="S:G1155"><st>1155</st></a> | GK <gk>1244</gk> </p>	to lend		daneizō	
κίχρημι	<p id="lx"><lx>κίχρημι</lx> </p><p id="mf"><mf>v-6a</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to lend</gl> </p><p id="df"><df>to lend, <a href="B:490 11:5">Lk. 11:5</a>*</df> </p><p id="st"><trl>kichrēmi</trl> | S <a href="S:G5531"><st>5531</st></a> | GK <gk>3079</gk> </p>	to lend		kichrēmi	
ζυμόω	<p id="lx"><lx>ζυμόω</lx> </p><p id="mf"><mf>v-1d(3)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to leaven, ferment, work as yeast</gl> </p><p id="df"><df>to leaven, cause to ferment, <a href="B:470 13:33">Mt. 13:33</a>; <a href="B:490 13:21">Lk. 13:21</a>; <a href="B:530 5:6">1 Cor. 5:6</a>; <a href="B:550 5:9">Gal. 5:9</a>*</df> </p><p id="st"><trl>zymoō</trl> | S <a href="S:G2220"><st>2220</st></a> | GK <gk>2435</gk> </p>	to leaven		zymoō	
ἀφίστημι	<p id="lx"><lx>ἀφίστημι</lx> </p><p id="mf"><mf>cv-6a</mf> <fr>14<small>x</small></fr> </p><br/><p id="gl"><gl>to leave, withdraw, abandon; to revolt, mislead</gl> </p><p id="df"><df><ab>trans.</ab> to put away, separate; to draw off or away, withdraw, induce to revolt, <a href="B:510 5:37">Acts 5:37</a>; <br/><ab>intrans.</ab>, and <ab>mid.</ab>, to depart, go away from, <a href="B:490 2:37">Lk. 2:37</a>; <br/><ab>met.</ab> to desist or refrain from, let alone, <a href="B:510 5:38">Acts 5:38</a>; <a href="B:510 22:29">22:29</a>; <a href="B:540 12:8">2 Cor. 12:8</a>; <br/>to make defection, fall away, apostatize, <a href="B:490 8:13">Lk. 8:13</a>; <a href="B:610 4:1">1 Tim. 4:1</a>; <a href="B:650 3:12">Heb. 3:12</a>; <br/>to withdraw from, have no intercourse with, <a href="B:610 6:5">1 Tim. 6:5</a>; <br/>to abstain from, <a href="B:620 2:19">2 Tim. 2:19</a></df> </p><p id="st"><trl>aphistēmi</trl> | S <a href="S:G868"><st>868</st></a> | GK <gk>923</gk> </p>	to leave		aphistēmi	
διΐστημι	<p id="lx"><lx>διΐστημι</lx> </p><p id="mf"><mf>cv-6a</mf> <fr>3<small>x</small></fr> </p><br/><p id="gl"><gl>to leave, pass</gl> </p><p id="df"><df>to set at an interval, apart; to station at an interval, from a former position, <a href="B:510 27:28">Acts 27:28</a>; <br/><ab>intrans.</ab> to stand apart; to depart, be parted, <a href="B:490 24:51">Lk. 24:51</a>; <br/>of time, to intervene, be interposed, <a href="B:490 22:59">Lk. 22:59</a>*</df> </p><p id="st"><trl>diistēmi</trl> | S <a href="S:G1339"><st>1339</st></a> | GK <gk>1460</gk> </p>	to leave		diistēmi	
ἔξειμι	<p id="lx"><lx>ἔξειμι</lx> </p><p id="mf"><mf>cv-6b</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to leave, go out, go away</gl> </p><p id="df"><df>to go out, or forth, <a href="B:510 13:42">Acts 13:42</a>; <br/>to depart, <a href="B:510 17:15">Acts 17:15</a>; <a href="B:510 20:7">20:7</a>; <br/><el>ἐπὶ τὴν γῆν</el>, to get to land, from the water, <a href="B:510 27:43">Acts 27:43</a></df> </p><p id="st"><trl>exeimi</trl> | S <a href="S:G1826"><st>1826</st></a> | GK <gk>1996</gk> </p>	to leave		exeimi	
ἐκβαίνω	<p id="lx"><lx>ἐκβαίνω</lx> </p><p id="mf"><mf>cv-3d</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to leave, go out</gl> </p><p id="df"><df>to go forth, go out of, <a href="B:650 11:15">Heb. 11:15</a>*</df> </p><p id="st"><trl>ekbainō</trl> | S <a href="S:G1831"><st>1831</st></a> | GK <gk>1674</gk> </p>	to leave		ekbainō	
ἀποβαίνω	<p id="lx"><lx>ἀποβαίνω</lx> </p><p id="mf"><mf>cv-3d</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to leave, get out; to result in, turn to, lead to</gl> </p><p id="df"><df>to step of.; to disembark, from a ship, <a href="B:490 5:2">Lk. 5:2</a>; <a href="B:500 21:9">Jn. 21:9</a>; <br/>to become, result, happen, <a href="B:490 21:13">Lk. 21:13</a>; <a href="B:570 1:19">Phil. 1:19</a>*</df> </p><p id="st"><trl>apobainō</trl> | S <a href="S:G576"><st>576</st></a> | GK <gk>609</gk> </p>	to leave		apobainō	
παρίημι	<p id="lx"><lx>παρίημι</lx> </p><p id="mf"><mf>cv-6a</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>to leave undone, neglect; <pr>(pass.)</pr> to be feeble, weakened, listless</gl> </p><p id="df"><df>to let pass beside, let fall beside; to relax, <a href="B:490 11:42">Lk. 11:42</a>; <br/><ab>perf.</ab> <ab>pass.</ab> <ab>part.</ab> <el>παρειμένος</el>, hanging down helplessly, unstrung, feeble, <a href="B:650 12:12">Heb. 12:12</a>*</df> </p><p id="st"><trl>pariēmi</trl> | S <a href="S:G3935"><st>3935</st></a> | GK <gk>4223</gk> </p>	to leave undone		pariēmi	
ἀπολείπω	<p id="lx"><lx>ἀπολείπω</lx> </p><p id="mf"><mf>cv-1b(1)</mf> <fr>7<small>x</small></fr> </p><br/><p id="gl"><gl>to leave behind</gl> </p><p id="df"><df>to leave, leave behind; <ab>pass.</ab> to be left, remain, <a href="B:620 4:13">2 Tim. 4:13</a>, <a href="B:620 4:20">20</a>; <a href="B:650 4:6">Heb. 4:6</a>, <a href="B:650 4:9">9</a>; <a href="B:650 10:26">10:26</a>; <br/>to relinquish, forsake, desert, <a href="B:630 1:5">Tit. 1:5</a>; <a href="B:720 1:6">Jude 6</a>*</df> </p><p id="st"><trl>apoleipō</trl> | S <a href="S:G620"><st>620</st></a> | GK <gk>657</gk> </p>	to leave behind		apoleipō	
ὑπολιμπάνω	<p id="lx"><lx>ὑπολιμπάνω</lx> </p><p id="mf"><mf>cv-3a(2b)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to leave behind</gl> </p><p id="df"><df>to leave behind, <a href="B:670 2:21">1 Pet. 2:21</a>*</df> </p><p id="st"><trl>hypolimpanō</trl> | S <a href="S:G5277"><st>5277</st></a> | GK <gk>5701</gk> </p>	to leave behind		hypolimpanō	
