G2509	源自<a href='S:G2505'>G2505</a>與<a href='S:G4007'>G4007</a>；副詞/連接詞｜➊如同，正如	καθάπερ	katháper	kath-ap'-er	
G2510	源自<a href='S:G2596'>G2596</a>與<a href='S:G680'>G680</a>；動詞｜➊握住，捉住（<a href='B:510 28:3'>徒28:3</a>）	καθάπτω	katháptō	kath-ap'-to	
G2511	源自<a href='S:G2513'>G2513</a>；TDNT-3:413,381；動詞｜➊（身體上的）弄乾淨｜➋醫治禮儀上的不潔的疾病｜➌（藉著禮儀）使潔淨，宣告潔淨	καθαρίζω	katharízō	kath-ar-id'-zo	
G2512	源自<a href='S:G2511'>G2511</a>；TDNT-3:429,381；陽性名詞｜➊（禮儀上的）潔淨｜➋潔淨（內在的污穢）（<a href='B:650 1:3'>來1:3</a>；<a href='B:680 1:9'>彼後1:9</a>）	καθαρισμός	katharismós	kath-ar-is-mos'	
G2513	找不到和其相近的字；TDNT-3:413,381；形容詞｜➊潔淨，純潔的ⓐ不當性行為上ⓑ禮儀上ⓒ道德靈性上｜同義詞見<a href='S:G5840'>G5840</a>	καθαρός	katharós	kath-ar-os'	
G2514	源自<a href='S:G2513'>G2513</a>；TDNT-3:413,381；陰性名詞｜➊乾淨，純潔ⓐ指合於利未人對潔淨的標準（<a href='B:650 9:3'>來9:3</a>）	καθαρότης	katharótēs	kath-ar-ot'-ace	
G2515	源自<a href='S:G2596'>G2596</a>以及與<a href='S:G1476'>G1476</a>同源的字；陰性名詞｜➊椅子，座位（<a href='B:470 21:12'>太21:12</a>; <a href='B:470 23:2'>23:2</a>；<a href='B:480 11:15'>可11:15</a>）	καθέδρα	kathédra	kath-ed'-rah	
G2516	源自<a href='S:G2596'>G2596</a>與<a href='S:G1476'>G1476</a>的字根；TDNT-3:440,386；動詞｜➊坐下	καθέζομαι	kathézomai	kath-ed'-zom-ahee	
G2517	源自<a href='S:G2596'>G2596</a>與<a href='S:G1836'>G1836</a>；副詞｜➊一個跟著一個，依次地，照次序地	καθεξῆς	kathexēs	kath-ex-ace'	
G2518	源自<a href='S:G2596'>G2596</a>和heudo（睡覺）；TDNT-3:431,384；動詞｜➊入睡，睡著了｜➋無動於衷（<a href='B:590 5:6'>帖前5:6</a>；<a href='B:560 5:14'>弗5:14</a>）｜➋（過世）睡著	καθεύδω	katheúdō	kath-yoo'-do	
G2519	源自<a href='S:G2596'>G2596</a>與<a href='S:G2233'>G2233</a>；陽性名詞｜➊老師（<a href='B:470 23:8'>太23:8</a><a href='B:470 23:10'>,10</a>）	καθηγητής	kathēgētḗs	kath-ayg-ay-tace'	
G2520	源自<a href='S:G2596'>G2596</a>與<a href='S:G2240'>G2240</a>；TDNT-3:437,385；動詞｜➊達到，適於（<a href='B:510 22:22'>徒22:22</a>；<a href='B:520 1:28'>羅1:28</a>）	καθήκω	kathḗkō	kath-ay'-ko	
G2521	源自<a href='S:G2596'>G2596</a>與hemai（坐，近似<a href='S:G1476'>G1476</a>的字根）；TDNT-3:440,386；動詞｜➊坐著，坐下｜➋住在，留在，定居於	κάθημαι	káthēmai	kath'-ay-mahee	
G2522	源自<a href='S:G2596'>G2596</a>與<a href='S:G2250'>G2250</a>；形容詞｜➊每天的（<a href='B:510 6:1'>徒6:1</a>）	καθημερινός	kathēmerinós	kath-ay-mer-ee-nos'	
G2523	<a href='S:G2516'>G2516</a>的另一型（主動語態）；TDNT-3:440,386；動詞｜及物動詞用法｜➊使坐下，使坐在……｜➋指派，設定｜不及物動詞的用法｜➌坐下｜➍留在，安頓於，住在	καθίζω	kathízō	kath-id'-zo	
G2524	源自<a href='S:G2596'>G2596</a>與hiemi（發送）；動詞｜➊降下，縋下	καθίημι	kathíēmi	kath-ee'-ay-mee	
G2525	源自<a href='S:G2596'>G2596</a>與<a href='S:G2476'>G2476</a>；TDNT-3:444,387；動詞｜➊帶著（某人到某處）（<a href='B:510 17:15'>徒17:15</a>）｜➋指派，委任｜➌致使	καθίστημι	kathístēmi	kath-is'-tay-mee	
G2526	源自<a href='S:G2596'>G2596</a>與<a href='S:G3739'>G3739</a>；副詞｜➊一如（<a href='B:520 8:26'>羅8:26</a>）｜➋以致於，到……程度，在……範圍（<a href='B:540 8:12'>林後8:12</a>，<a href='B:670 4:13'>彼前4:13</a>）	καθό	kathó	kath-o'	
G2527	源自<a href='S:G2596'>G2596</a>與<a href='S:G3650'>G3650</a>；副詞｜➊全部的，全然的，所有的（<a href='B:510 4:18'>徒4:18</a>）	καθόλου	kathólou	kath-ol'-oo	
G2528	源自<a href='S:G2596'>G2596</a>與<a href='S:G3695'>G3695</a>；動詞｜➊以武器裝備<a href='B:490 11:21'>路11:21</a>	καθοπλίζω	kathoplízō	kath-op-lid'-zo	
G2529	源自<a href='S:G2596'>G2596</a>與<a href='S:G3708'>G3708</a>；TDNT-5:379,706；動詞｜➊察覺，注意到（<a href='B:520 1:20'>羅1:20</a>）	καθοράω	kathoráō	kath-or-ah'-o	
G2530	源自<a href='S:G2596'>G2596</a>,<a href='S:G3739'>G3739</a>與<a href='S:G5100'>G5100</a>；副詞｜➊正如，在……範圍內（<a href='B:510 2:45'>徒2:45</a>; <a href='B:510 4:35'>4:35</a>）｜➋因為，根據（<a href='B:490 1:7'>路1:7</a>; <a href='B:490 19:9'>19:9</a>；<a href='B:510 2:24'>徒2:24</a>; <a href='B:510 17:31'>17:31</a>）	καθότι	kathóti	kath-ot'-ee	
G2531	源自<a href='S:G2596'>G2596</a>與<a href='S:G5613'>G5613</a>；副詞｜➊正如｜➋依照，到……程度｜➌既然，鑒於｜➍當……之時（<a href='B:510 7:17'>徒7:17</a>）	καθώς	kathṓs	kath-oce'	
G2532	基本質詞/語助詞，有連繫（或有時是連續）的作用；連接詞｜➊和，並且，即使，事實上，但是，也，甚至於	καί	kaí	kahee	
G2533	源自亞蘭文；陽性專有名詞｜該亞法：合宜得體｜➊猶太人的大祭司，在定罪耶穌一案是關鍵角色。	Καϊάφας	Kaïáphas	kah-ee-af'-as	
G2534	源自<a href='S:G2532'>G2532</a>與<a href='S:G1065'>G1065</a>；連接詞｜➊起碼。至少，確實（<a href='B:490 19:42'>路19:42</a>；<a href='B:510 11:18'>徒11:18</a>）	καίγε	kaíge	kah'-ee-gheh	
G2535	源自希伯來文<a href='S:H7014'>H7014</a>；TDNT-1:6,*；陽性專有名詞｜該隱：生產者：製造者（鐵匠）｜➊亞當的長子，為其兄弟亞伯所殺	Κάϊν	Káïn	kah'-in	
G2536	源自希伯來文<a href='S:H7018'>H7018</a>；陽性專有名詞｜該南：他們的鐵匠｜➊以挪士的兒子（<a href='B:490 3:37'>路3:37</a>）｜➋亞法撒的兒子，基督的祖先（<a href='B:490 3:36'>路3:36</a>）	Καϊνάν	Kaïnán	kah-ee-nan'	
G2537	找不到和其意思相近的字；TDNT-3:447,388；形容詞｜➊新的，未用的｜➋未知，奇特，出眾的｜➌新近的｜同義詞見<a href='S:G5852'>G5852</a>	καινός	kainós	kahee-nos'	
G2538	源自<a href='S:G2537'>G2537</a>；TDNT-3:450,388；陰性名詞｜➊新的（<a href='B:520 6:4'>羅6:4</a>; <a href='B:520 7:6'>7:6</a>）	καινότης	kainótēs	kahee-not'-ace	
G2539	源自<a href='S:G2532'>G2532</a>與<a href='S:G4007'>G4007</a>；連接詞｜➊雖然	καίπερ	kaíper	kah'-ee-per	
G2540	找不到和其意義相近的字；TDNT-3:455,389；陽性名詞｜➊時間，時段｜➋特定，固定的時間｜➌（有著某些危機的）時候｜同義詞見<a href='S:G5853'>G5853</a>	καιρός	kairós	kahee-ros'	
G2541	源自拉丁文；陽性名詞｜該撒：切斷的｜➊本是凱撒大帝的名字，後來成為羅馬皇帝的頭銜	Καῖσαρ	Kaîsar	kah'-ee-sar	
G2542	源自<a href='S:G2541'>G2541</a>；專有地名｜該撒利亞：切斷的｜➊位於黑門山腳下的一座城，原先稱為Paneas；後來由分封王腓立比重建，起名為該撒利亞，紀念該撒提比留斯（Tiberias Caesar）（<a href='B:470 16:13'>太16:13</a>；<a href='B:480 8:27'>可8:27</a>）｜➋位於迦密山南方的城市，由希律大帝所建，紀念該撒奧古斯督，後來成為羅馬總督所在地。	Καισάρεια	Kaisáreia	kahee-sar'-i-a	
G2543	源自<a href='S:G2532'>G2532</a>與<a href='S:G5104'>G5104</a>；質詞/語助詞｜➊然而，雖然（<a href='B:650 4:3'>來4:3</a>）	καίτοι	kaítoi	kah'-ee-toy	
G2544	源自<a href='S:G2543'>G2543</a>卻1065；質詞/語助詞｜➊即使（<a href='B:500 4:2'>約4:2</a>；<a href='B:510 14:17'>徒14:17</a>; <a href='B:510 17:27'>17:27</a>）	καίτοιγε	kaítoige	kah'-ee-toyg-eh	
G2545	基本動詞；TDNT-3:464,390；動詞｜➊點亮，保持燃燒｜➋焚燒，燒盡	καίω	kaíō	kah'-yo	
G2546	源自<a href='S:G2532'>G2532</a>與<a href='S:G1563'>G1563</a>；副詞｜➊而且在那裡｜➋那裡也（<a href='B:480 1:38'>可1:38</a>；<a href='B:510 17:13'>徒17:13</a>）	κἀκεῖ	kakeî	kak-i'	
G2547	源自<a href='S:G2532'>G2532</a>與<a href='S:G1564'>G1564</a>；副詞｜➊指地方ⓐ從那裡，那裡｜➋指時間ⓐ從此以後，後來	κἀκεῖθεν	kakeîthen	kak-i'-then	
G2548	源自<a href='S:G2532'>G2532</a>與<a href='S:G1565'>G1565</a>；形容詞｜➊而他，而那一個	κἀκεῖνος	kakeînos	kak-i'-nos	
G2549	源自<a href='S:G2556'>G2556</a>；TDNT-3:482,391；陰性名詞｜➊惡念，歹意｜➋邪惡，卑劣｜➌厄運，難關（<a href='B:470 6:34'>太6:34</a>）｜同義詞見<a href='S:G5855'>G5855</a>	κακία	kakía	kak-ee'-ah	
G2550	源自<a href='S:G2556'>G2556</a>與<a href='S:G2239'>G2239</a>的複合字；TDNT-3:485,391；陰性名詞｜➊惡毒（<a href='B:520 1:29'>羅1:29</a>）	κακοήθεια	kakoḗtheia	kak-o-ay'-thi-ah	
G2551	源自<a href='S:G2556'>G2556</a>與<a href='S:G3056'>G3056</a>的複合字；TDNT-3:468,391；動詞｜➊說邪惡的言語，辱罵，毀謗人	κακολογέω	kakologéō	kak-ol-og-eh'-o	
G2552	源自<a href='S:G2556'>G2556</a>與<a href='S:G3806'>G3806</a>的組合；TDNT-5:936,798；陰性名詞｜➊苦難<a href='B:660 5:10'>雅5:10</a>	κακοπάθεια	kakopátheia	kak-op-ath'-i-ah	
G2553	與<a href='S:G2552'>G2552</a>同源；TDNT-5:936,798；動詞｜➊承受厄運｜➋忍受艱辛（<a href='B:620 4:5'>提後4:5</a>）	κακοπαθέω	kakopathéō	kak-op-ath-eh'-o	
G2554	源自<a href='S:G2555'>G2555</a>；TDNT-3:485,391；動詞｜➊作惡事，犯錯	κακοποιέω	kakopoiéō	kak-op-oy-eh'-o	
G2555	源自<a href='S:G2556'>G2556</a>與<a href='S:G4160'>G4160</a>；TDNT-3:485,391；形容詞｜➊行為邪惡的，作奸犯科的	κακοποιός	kakopoiós	kak-op-oy-os'	
G2556	字根型；TDNT-3:469,391；形容詞｜➊不好的，邪惡的｜➋有害的，危險的	κακός	kakós	kak-os'	
G2557	源自<a href='S:G2556'>G2556</a>與<a href='S:G2041'>G2041</a>的字根；TDNT-3:484,391；形容詞｜➊惡者，作惡多端的，犯人	κακοῦργος	kakoûrgos	kak-oor'-gos	
G2558	源自<a href='S:G2556'>G2556</a>與<a href='S:G2192'>G2192</a>的複合字；動詞｜➊惡待，折磨（<a href='B:650 11:37'>來11:37</a>; <a href='B:650 13:3'>13:3</a>）	κακουχέω	kakouchéō	kak-oo-kheh'-o	
G2559	源自<a href='S:G2556'>G2556</a>；TDNT-3:484,391；動詞｜➊傷害，惡待｜➋使人憤怒（<a href='B:510 14:2'>徒14:2</a>）	κακόω	kakóō	kak-o'-o	
G2560	源自<a href='S:G2556'>G2556</a>；TDNT-4:1091,*；副詞｜➊嚴重地｜➋不當地，錯誤地	κακῶς	kakōs	kak-oce'	
G2561	源自<a href='S:G2559'>G2559</a>；陰性名詞｜➊苦待，壓迫（<a href='B:510 7:34'>徒7:34</a>）	κάκωσις	kákōsis	kak'-o-sis	
G2562	源自<a href='S:G2563'>G2563</a>；陰性名詞｜➊草，枝梗（<a href='B:530 3:2'>林前3:2</a>）	καλάμη	kalámē	kal-am'-ay	
G2563	找不到和其相近的字；陽性名詞｜➊蘆葦｜➋桿子｜➌量尺（<a href='B:730 11:1'>啓11:1</a>; <a href='B:730 21:15'>21:15</a>）｜➍蘆竿作的筆（約叄<a href='S:G13'>G13</a>）	κάλαμος	kálamos	kal'-am-os	
G2564	近似於<a href='S:G2753'>G2753</a>的字根；TDNT-3:487,394；動詞｜➊呼叫，叫名字，取名｜➋邀請｜➌傳喚｜➍選召｜同義字見<a href='S:G5823'>G5823</a>	καλέω	kaléō	kal-eh'-o	
G2565	源自<a href='S:G2566'>G2566</a>的字根與<a href='S:G1636'>G1636</a>；陰性名詞｜➊種植的橄欖樹，相對於野生的橄欖（<a href='B:520 11:24'>羅11:24</a>）	καλλιέλαιος	kalliélaios	kal-le-el'-ah-yos	
G2566	<a href='S:G2570'>G2570</a>（不規則）比較級中性｜➊更好，更適當（<a href='B:510 25:10'>徒25:10</a>）	καλλίον	kallíon	kal-lee'-on	
G2567	源自<a href='S:G2570'>G2570</a>與<a href='S:G1320'>G1320</a>；TDNT-2:159,161；形容詞｜➊教導有益處正面的事情（<a href='B:630 2:3'>多2:3</a>）	καλοδιδάσκαλος	kalodidáskalos	kal-od-id-as'-kal-os	
G2568	<a href='S:G2570'>G2570</a>與<a href='S:G3040'>G3040</a>的複數；專有地名｜佳澳：好港｜➊克里特島上的一個澳灣，在Lasaea市附近，因有好港而得此名（<a href='B:510 27:8'>徒27:8</a>）	Καλοὶ Λιμένες	Kaloì Liménes	kal-oy' lee-men'-es	
G2569	源自<a href='S:G2570'>G2570</a>與<a href='S:G4160'>G4160</a>；動詞｜➊行善事，行動正直（<a href='B:600 3:13'>帖後3:13</a>）	καλοποιέω	kalopoiéō	kal-op-oy-eh'-o	
G2570	找不到和其相似的字；TDNT-3:536,402；形容詞｜➊（外表）美麗的，英俊的，精緻的｜➋好的，有用處的ⓐ東西ⓑ道德ⓒ無可指摘的	καλός	kalós	kal-os'	
G2571	源自<a href='S:G2572'>G2572</a>；TDNT-3:558,405；中性名詞｜➊面紗，頭罩	κάλυμα	kályma	kal'-oo-mah	
G2572	近似於<a href='S:G2813'>G2813</a>與<a href='S:G2928'>G2928</a>；TDNT-3:536,405；動詞｜➊掩蓋，遮蔽，隱瞞	καλύπτω	kalýptō	kal-oop'-to	
G2573	源自<a href='S:G2570'>G2570</a>；副詞｜➊合宜地，正當地，光采地｜➋無可指摘地｜➌有利地，好的｜➍正確地｜➎幸運地	καλῶς	kalōs	kal-oce'	
G2574	源自希伯來文<a href='S:H1581'>H1581</a>；TDNT-3:592,413；陽性/陰性名詞｜➊駱駝	κάμηλος	kámēlos	kam'-ay-los	
G2575	可能源自<a href='S:G2545'>G2545</a>；陰性名詞｜➊火爐，烤爐	κάμινος	káminos	kam'-ee-nos	
G2576	源自<a href='S:G2596'>G2596</a>的複合字與<a href='S:G3466'>G3466</a>的字根；動詞｜➊閉眼（<a href='B:470 13:15'>太13:15</a>；<a href='B:510 28:27'>徒28:27</a>）	καμμύω	kammýō	kam-moo'-o	
G2577	基本動詞；動詞｜➊乏倦，疲困（<a href='B:650 12:3'>來12:3</a>；<a href='B:730 2:3'>啓2:3</a>）｜➋生病（<a href='B:660 5:15'>雅5:15</a>）	κάμνω	kámnō	kam'-no	
G2578	基本動詞；TDNT-3:594,413；動詞｜及物｜➊屈身，鞠躬（向對方致意）（<a href='B:520 11:4'>羅11:4</a>；<a href='B:560 3:14'>弗3:14</a>）｜不及物｜➋屈身（<a href='B:520 14:11'>羅14:11</a>；<a href='B:570 2:10'>腓2:10</a>）	κάμπτω	kámptō	kamp'-to	
G2579	源自<a href='S:G2532'>G2532</a>與<a href='S:G1437'>G1437</a>；質詞/語助詞｜➊而如果｜➋即使，雖然｜➌甚至於，至少	κἄν	kán	kan	
G2580	源自希伯來文參<a href='S:G7071'>G7071</a>；專有名詞地名｜迦拿：蘆葦叢生之處｜➊加利利的一個村莊，拿撒勒西北方5英哩（8公里）	Κανᾶ	Kanâ	kan-ah'	
G2581	源自亞蘭文參<a href='S:G7067'>G7067</a>；陽性專有名詞｜➊原意為熱心，狂熱，在新約用來稱呼耶穌的門徒西門，因為他以前可能隸屬<b>激進</b>或<b>自由戰士</b>黨派，因此和合本譯為奮銳黨的（<a href='B:470 10:4'>太10:4</a>；<a href='B:480 3:18'>可3:18</a>）	Κανανίτης	Kananítēs	kan-an-ee'-tace	
G2582	源自外來語；陰性專有名詞｜干大基（僕人之主）｜➊埃提阿伯（衣索匹亞）皇后的傳統銜號<a href='B:510 8:27'>徒8:27</a>	Κανδάκη	Kandákē	kan-dak'-ay	
G2583	源自kane（筆直的葦子，亦即<b>杖</b>）；TDNT-3:596,414；陽性名詞｜➊規則，標準（<a href='B:550 6:16'>加6:16</a>；<a href='B:570 3:16'>腓3:16</a>）｜➋（活動的方向與規劃）指派，規劃（<a href='B:540 10:13'>林後10:13</a><a href='B:540 10:15'>,15</a><a href='B:540 10:16'>,16</a>）	κανών	kanṓn	kan-ohn'	
G2584	源自希伯來文；專有地名｜迦百農：安慰之村｜➊加利利海邊的一座城，正確地點不明	Καπερναούμ	Kapernaoúm	cap-er-nah-oom'	
G2585	源自kapelos（小販）；TDNT-3:603,415；動詞｜➊交易，販賣，叫賣。因著小販的詭詐行徑，<b>摻雜</b>（<a href='B:540 2:17'>林後2:17</a>）	καπηλεύω	kapēleúō	kap-ale-yoo'-o	
G2586	找不到與其相近的字；陽性名詞｜➊煙	καπνός	kapnós	kap-nos'	
G2587	源自外來語；專有名詞地名｜加帕多加：良駒分佈的地區｜➊小亞細亞的一個省份	Καππαδοκία	Kappadokía	kap-pad-ok-ee'-ah	
G2588	基本字kar（拉丁文，cor心）的擴充型；TDNT-3:605,415；陰性名詞｜➊心ⓐ動物身體的器官；血液循環的中心，因此被看做是物質肉體生命的活動中心位置。ⓑ內在命的中心與源頭。①神與基督對人類內在生命的全然感知②內在的感知③意志與決心④道德生命的決定⑤情感，願望，渴望⑥愛⑦性情⑧神以及祂的能力居留之處	καρδία	kardía	kar-dee'-ah	
G2589	源自<a href='S:G2588'>G2588</a>與<a href='S:G1097'>G1097</a>；TDNT-3:613,415；陽性名詞｜➊知道，瞭解人心者（<a href='B:510 1:24'>徒1:24</a>; <a href='B:510 15:8'>15:8</a>）	καρδιογνώστης	kardiognṓstēs	kar-dee-og-noce'-tace	
G2590	可能源自<a href='S:G726'>G726</a>的字根；TDNT-3:614,416；陽性名詞｜➊水果，果子ⓐ植物的ⓑ人類，亦即其子孫，後裔｜➋利益，好處，收穫	καρπός	karpós	kar-pos'	
G2591	可能與<a href='S:G2590'>G2590</a>相關；陽性專有名詞｜加布：果實｜➊特羅亞的基督徒，<a href='B:620 4:13'>提後4:13</a>	Κάρπος	Kárpos	kar'-pos	
G2592	源自<a href='S:G2593'>G2593</a>；TDNT-3:616,416；動詞｜➊結果子，出作物（<a href='B:480 4:28'>可4:28</a>）｜➋（內在的生命）結出，產生	καρποφορέω	karpophoréō	kar-pof-or-eh'-o	
G2593	源自<a href='S:G2590'>G2590</a>與<a href='S:G5342'>G5342</a>；形容詞｜➊結果子的，產量多的，多產的<a href='B:510 14:17'>徒14:17</a>	καρποφόρος	karpophóros	kar-pof-or'-os	
G2594	源自<a href='S:G2904'>G2904</a>（字母易位）的衍生字；TDNT-3:617,417；動詞｜➊忠貞不移（<a href='B:650 11:27'>來11:27</a>）	καρτερέω	karteréō	kar-ter-eh'-o	
G2595	源自karpho（枯萎）；中性名詞｜➊斑點，碎片，碎屑	κάρφος	kárphos	kar'-fos	
G2596	介系詞｜➊接直接受詞：根據，按照，合乎，關於，正如，➋與數目字或地方連用時：在……裡；為了；為了……目的；在，大約（時間）；在……上，沿著，遍及，向；離，面對；｜➌接所有格：反對，敵對；下，從……下；（傳）遍；指著……（發誓）；控告；（有權）辦（人）。	κατά	katá	kat-ah'	
G2597	源自<a href='S:G2596'>G2596</a>與<a href='S:G939'>G939</a>的字根；TDNT-1:522,90；動詞｜➊下去，下來，降下ⓐ人ⓑ東西｜➋落魄（<a href='B:470 11:23'>太11:23</a>；<a href='B:490 10:15'>路10:15</a>）	καταβαίνω	katabaínō	kat-ab-ah'-ee-no	
G2598	源自<a href='S:G2596'>G2596</a>與<a href='S:G906'>G906</a>；動詞｜➊摔下去，擊倒（<a href='B:540 4:9'>林後4:9</a>；<a href='B:730 12:10'>啓12:10</a>）｜➋立下（<a href='B:650 6:1'>來6:1</a>）	καταβάλλω	katabállō	kat-ab-al'-lo	
G2599	源自<a href='S:G2596'>G2596</a>與<a href='S:G916'>G916</a>；動詞｜➊加重，成為負擔（<a href='B:540 12:16'>林後12:16</a>）	καταβαρέω	katabaréō	kat-ab-ar-eh'-o	
G2600	源自<a href='S:G2597'>G2597</a>；陰性名詞｜➊下行，坡路（<a href='B:490 19:37'>路19:37</a>）	κατάβασις	katábasis	kat-ab'-as-is	
G2601	源自<a href='S:G2596'>G2596</a>與<a href='S:G939'>G939</a>字根的衍生字；動詞｜➊拿下來，使下來（<a href='B:470 11:23'>太11:23</a>；<a href='B:490 10:15'>路10:15</a>）	καταβιβάζω	katabibázō	kat-ab-ib-ad'-zo	
G2602	源自<a href='S:G2598'>G2598</a>；TDNT-3:620,418；陰性名詞｜➊根基｜➋（形容生育）播種（<a href='B:650 11:11'>來11:11</a>）	καταβολή	katabolḗ	kat-ab-ol-ay'	
G2603	源自<a href='S:G2596'>G2596</a>與<a href='S:G1018'>G1018</a>（取其原意）；動詞｜➊喪失獎賞，判罪（<a href='B:580 2:18'>西2:18</a>）	καταβραβεύω	katabrabeúō	kat-ab-rab-yoo'-o	
G2604	源自<a href='S:G2605'>G2605</a>；TDNT-1:70,10；陽性名詞｜➊宣告者，傳道者（<a href='B:510 17:18'>徒17:18</a>）	καταγγελεύς	katangeleús	kat-ang-gel-yooce'	
G2605	源自<a href='S:G2596'>G2596</a>與<a href='S:G32'>G32</a>的字根；TDNT-1:70,10；動詞｜➊宣告，宣揚ⓐ事情為受詞ⓑ人為受詞（<a href='B:510 17:3'>徒17:3</a>；<a href='B:570 1:17'>腓1:17</a><a href='B:570 1:18'>,18</a>）	καταγγέλλω	katangéllō	kat-ang-gel'-lo	
G2606	字根型；TDNT-1:658,113；動詞｜➊嘲弄，嗤笑（<a href='B:470 9:24'>太9:24</a>；<a href='B:480 5:40'>可5:40</a>；<a href='B:490 8:53'>路8:53</a>）	καταγελάω	katageláō	kat-ag-el-ah'-o	
G2607	源自<a href='S:G2596'>G2596</a>與<a href='S:G1097'>G1097</a>；TDNT-1:714,119；動詞｜➊譴責，判罪（<a href='B:550 2:11'>加2:11</a>；<a href='B:690 3:20'>約壹3:20</a><a href='B:690 3:21'>,21</a>）	καταγινώσκω	kataginṓskō	kat-ag-in-o'-sko	
G2608	源自<a href='S:G2596'>G2596</a>與<a href='S:G4486'>G4486</a>的字根；動詞｜➊折斷，打破，擊碎｜同義詞見<a href='S:G5850'>G5850</a>	κατάγνυμι	katágnymi	kat-ag'-noo-mee	
G2609	源自<a href='S:G2596'>G2596</a>與<a href='S:G71'>G71</a>；動詞｜➊引領下來，攜帶下來	κατάγω	katágō	kat-ag'-o	
G2610	源自<a href='S:G2596'>G2596</a>與<a href='S:G75'>G75</a>；TDNT-1:134,20；動詞｜➊制伏，打敗（<a href='B:650 11:33'>來11:33</a>）	καταγωνίζομαι	katagōnízomai	kat-ag-o-nid'-zom-ahee	
G2611	源自<a href='S:G2596'>G2596</a>與<a href='S:G1210'>G1210</a>；動詞｜➊綑綁起來（<a href='B:490 10:34'>路10:34</a>）	καταδέω	katadéō	kat-ad-eh'-o	
G2612	源自<a href='S:G2596'>G2596</a>的加強型與<a href='S:G1212'>G1212</a>；形容詞｜➊非常清楚的，明白明顯的（<a href='B:650 7:15'>來7:15</a>）	κατάδηλος	katádēlos	kat-ad'-ay-los	
G2613	源自<a href='S:G2596'>G2596</a>與<a href='S:G1349'>G1349</a>的衍生字；TDNT-3:621,418；動詞｜➊定罪，判決，宣判有罪	καταδικάζω	katadikázō	kat-ad-ik-ad'-zo	
G2614	源自<a href='S:G2596'>G2596</a>與<a href='S:G1377'>G1377</a>；動詞｜➊尋覓，迫切尋找（<a href='B:480 1:36'>可1:36</a>）	καταδιώκω	katadiṓkō	kat-ad-ee-o'-ko	
G2615	源自<a href='S:G2596'>G2596</a>與<a href='S:G1402'>G1402</a>；TDNT-2:279,182；動詞｜➊使為奴，打落為奴隸（<a href='B:540 11:20'>林後11:20</a>；<a href='B:550 2:4'>加2:4</a>）	καταδουλόω	katadoulóō	kat-ad-oo-lo'-o	
G2616	源自<a href='S:G2596'>G2596</a>與<a href='S:G1413'>G1413</a>的衍生字；動詞｜➊壓制，剝削，掌控（<a href='B:510 10:38'>徒10:38</a>；<a href='B:660 2:6'>雅2:6</a>）	καταδυναστεύω	katadynasteúō	kat-ad-oo-nas-tyoo'-o	
G2617	源自<a href='S:G2596'>G2596</a>與<a href='S:G153'>G153</a>；TDNT-1:189,29；動詞｜➊恥辱｜➋使蒙羞｜➌失望	καταισχύνω	kataischýnō	kat-ahee-skhoo'-no	
G2618	源自<a href='S:G2596'>G2596</a>與<a href='S:G2545'>G2545</a>；動詞｜➊焚燒，燒盡	κατακαίω	katakaíō	kat-ak-ah'-ee-o	
G2619	源自<a href='S:G2596'>G2596</a>與<a href='S:G2572'>G2572</a>；TDNT-3:561,405；動詞｜➊遮蓋，蒙住，戴面紗，將自己遮掩（<a href='B:530 11:6'>林前11:6-7</a>）	κατακαλύπτω	katakalýptō	kat-ak-al-oop'-to	
G2620	源自<a href='S:G2596'>G2596</a>與<a href='S:G2744'>G2744</a>；TDNT-3:653,423；動詞｜➊向……自誇，炫耀	κατακαυχάομαι	katakaucháomai	kat-ak-ow-khah'-om-ahee	
G2621	源自<a href='S:G2596'>G2596</a>與<a href='S:G2749'>G2749</a>；TDNT-3:655,425；動詞｜➊躺下ⓐ休息ⓑ生病｜➋斜靠著用餐	κατάκειμαι	katákeimai	kat-ak'-i-mahee	
G2622	源自<a href='S:G2596'>G2596</a>與<a href='S:G2806'>G2806</a>；動詞｜➊破為片塊（<a href='B:480 6:41'>可6:41</a>；<a href='B:490 9:16'>路9:16</a>）	κατακλάω	katakláō	kat-ak-lah'-o	
G2623	源自<a href='S:G2596'>G2596</a>與<a href='S:G2808'>G2808</a>；動詞｜➊關閉，鎖上（<a href='B:490 3:20'>路3:20</a>; <a href='B:510 26:10'>徒26:10</a>）	κατακλείω	katakleíō	kat-ak-li'-o	
G2624	源自<a href='S:G2596'>G2596</a>以及<a href='S:G2819'>G2819</a>與<a href='S:G1325'>G1325</a>衍生的複合字；動詞｜➊以抽籤分配（<a href='B:510 13:19'>徒13:19</a>）	κατακληροδοτέω	kataklērodotéō	kat-ak-lay-rod-ot-eh'-o	
G2625	源自<a href='S:G2596'>G2596</a>與<a href='S:G2827'>G2827</a>；動詞｜➊使某人躺下，坐下（<a href='B:490 9:14'>路9:14</a>）｜➋斜倚用餐（<a href='B:490 14:8'>路14:8</a>; <a href='B:490 24:30'>24:30</a>）	κατακλίνω	kataklínō	kat-ak-lee'-no	
G2626	源自<a href='S:G2596'>G2596</a>與<a href='S:G2830'>G2830</a>的字根；動詞｜➊氾濫，（<a href='B:680 3:6'>彼後3:6</a>）	κατακλύζω	kataklýzō	kat-ak-lood'-zo	
